year,local,ctp_eng_nm,CTP_KOR_NM,var,cat
2007,"인천","Incheon","인천광역시","","세입(A)(백만원)"
2007,"인천","Incheon","인천광역시","","지출(B)(백만원)"
2007,"인천","Incheon","인천광역시","","순융자(C)(백만원)"
2007,"인천","Incheon","인천광역시","5,005,171","총계 세출결산(A+B+C)(백만원)"
2007,"인천","Incheon","인천광역시","5,005,171","일반회계 세출결산(A)(백만원)"
2007,"인천","Incheon","인천광역시","5,005,171","공기업특별회계 세출결산(B)(백만원)"
2007,"인천","Incheon","인천광역시","5,005,171","기타특별회계 세출결산(C)(백만원)"
2007,"인천","Incheon","인천광역시","53.8","정책사업비중((A+B)/C)"
2007,"인천","Incheon","인천광역시","23.33","자체사업비중(A/C)"
2007,"인천","Incheon","인천광역시","30.48","보조사업비중(B/C)"
2007,"인천","Incheon","인천광역시","733,616","자체사업(A)(백만원)"
2007,"인천","Incheon","인천광역시","958,614","보조사업(B)(백만원)"
2007,"인천","Incheon","인천광역시","3,144,586","일반회계예산(C)(백만원)"
2007,"인천","Incheon","인천광역시","714","주민1인당 지방세부담액(천원)"
2007,"인천","Incheon","인천광역시","1,874,740","지방세액(백만원)"
2007,"인천","Incheon","인천광역시","54,061,455","명목GRDP(시도)(백만원)"
2007,"인천","Incheon","인천광역시","64,675,503","실질GRDP(시도)(백만원)"
2007,"인천","Incheon","인천광역시","","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2007,"인천","Incheon","인천광역시","","일반공공행정분야예산액(A)(백만원)"
2007,"인천","Incheon","인천광역시","","전체예산액(C)(백만원)"
2007,"인천","Incheon","인천광역시","","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2007,"인천","Incheon","인천광역시","","사회복지분야예산액(D)(백만원)"
2007,"인천","Incheon","인천광역시","","보건분야예산액(E)(백만원)"
2007,"인천","Incheon","인천광역시","69.8","재정자립도(%)"
2007,"인천","Incheon","인천광역시","79.7","재정자주도(%)"
2007,"인천","Incheon","인천광역시","7.7","고령인구비율(%)"
2007,"인천","Incheon","인천광역시","2,664,576","인구(명)"
2007,"인천","Incheon","인천광역시","안상수","당선자"
2007,"인천","Incheon","인천광역시","한나라당","당선자 정당"
2007,"인천","Incheon","인천광역시","61.93000031","당선자 득표율"
2007,"인천","Incheon","인천광역시","최기선","차선자"
2007,"인천","Incheon","인천광역시","열린우리당","차선자 정당"
2007,"인천","Incheon","인천광역시","23.57999992","차선자 득표율"
2007,"전남","Jellanam-do","전라남도","","통합부채현황(A+B+C+D)(백만원)"
2007,"전남","Jellanam-do","전라남도","","자치단체부채(A)(백만원)"
2007,"전남","Jellanam-do","전라남도","","지방공공기관부채(B)(백만원)"
2007,"전남","Jellanam-do","전라남도","","교육재정부채(C)(백만원)"
2007,"전남","Jellanam-do","전라남도","","내(외)부거래(D)(백만원)"
2007,"전남","Jellanam-do","전라남도","","통합자산현황(A+B+C+D)(백만원)"
2007,"전남","Jellanam-do","전라남도","","자치단체자산(A)(백만원)"
2007,"전남","Jellanam-do","전라남도","","지방공공기관자산(B)(백만원)"
2007,"전남","Jellanam-do","전라남도","","교육재정자산(C)(백만원)"
2007,"전남","Jellanam-do","전라남도","","내(외)부거래(D)(백만원)"
2007,"전남","Jellanam-do","전라남도","","통합재정수지비율((A-(B+C))/D)*100"
2007,"전남","Jellanam-do","전라남도","","통합재정규모(D)(백만원)"
2007,"전남","Jellanam-do","전라남도","","세입(A)(백만원)"
2007,"전남","Jellanam-do","전라남도","","지출(B)(백만원)"
2007,"전남","Jellanam-do","전라남도","","순융자(C)(백만원)"
2007,"전남","Jellanam-do","전라남도","4,126,645","총계 세출결산(A+B+C)(백만원)"
2007,"전남","Jellanam-do","전라남도","4,126,645","일반회계 세출결산(A)(백만원)"
2007,"전남","Jellanam-do","전라남도","4,126,645","공기업특별회계 세출결산(B)(백만원)"
2007,"전남","Jellanam-do","전라남도","4,126,645","기타특별회계 세출결산(C)(백만원)"
2007,"전남","Jellanam-do","전라남도","83.6","정책사업비중((A+B)/C)"
2007,"전남","Jellanam-do","전라남도","11.06","자체사업비중(A/C)"
2007,"전남","Jellanam-do","전라남도","72.54","보조사업비중(B/C)"
2007,"전남","Jellanam-do","전라남도","353,740","자체사업(A)(백만원)"
2007,"전남","Jellanam-do","전라남도","2,319,620","보조사업(B)(백만원)"
2007,"전남","Jellanam-do","전라남도","3,197,816","일반회계예산(C)(백만원)"
2007,"전남","Jellanam-do","전라남도","164","주민1인당 지방세부담액(천원)"
2007,"전남","Jellanam-do","전라남도","319,310","지방세액(백만원)"
2007,"전남","Jellanam-do","전라남도","49,493,679","명목GRDP(시도)(백만원)"
2007,"전남","Jellanam-do","전라남도","61,058,914","실질GRDP(시도)(백만원)"
2007,"전남","Jellanam-do","전라남도","","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2007,"전남","Jellanam-do","전라남도","","일반공공행정분야예산액(A)(백만원)"
2007,"전남","Jellanam-do","전라남도","","전체예산액(C)(백만원)"
2007,"전남","Jellanam-do","전라남도","","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2007,"전남","Jellanam-do","전라남도","","사회복지분야예산액(D)(백만원)"
2007,"전남","Jellanam-do","전라남도","","보건분야예산액(E)(백만원)"
2007,"전남","Jellanam-do","전라남도","20.1","재정자립도(%)"
2007,"전남","Jellanam-do","전라남도","67","재정자주도(%)"
2007,"전남","Jellanam-do","전라남도","17.2","고령인구비율(%)"
2007,"전남","Jellanam-do","전라남도","1,929,836","인구(명)"
2007,"전남","Jellanam-do","전라남도","박준영","당선자"
2007,"전남","Jellanam-do","전라남도","민주당","당선자 정당"
2007,"전남","Jellanam-do","전라남도","67.69000244","당선자 득표율"
2007,"전남","Jellanam-do","전라남도","서범석","차선자"
2007,"전남","Jellanam-do","전라남도","열린우리당","차선자 정당"
2007,"전남","Jellanam-do","전라남도","19.19000053","차선자 득표율"
2007,"전북","Jeollabuk-do","전라북도","","통합부채현황(A+B+C+D)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","자치단체부채(A)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","지방공공기관부채(B)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","교육재정부채(C)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","내(외)부거래(D)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","통합자산현황(A+B+C+D)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","자치단체자산(A)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","지방공공기관자산(B)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","교육재정자산(C)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","내(외)부거래(D)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","통합재정수지비율((A-(B+C))/D)*100"
2007,"전북","Jeollabuk-do","전라북도","","통합재정규모(D)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","세입(A)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","지출(B)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","순융자(C)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","3,110,963","총계 세출결산(A+B+C)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","3,110,963","일반회계 세출결산(A)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","3,110,963","공기업특별회계 세출결산(B)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","3,110,963","기타특별회계 세출결산(C)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","81.4","정책사업비중((A+B)/C)"
2007,"전북","Jeollabuk-do","전라북도","16.57","자체사업비중(A/C)"
2007,"전북","Jeollabuk-do","전라북도","64.86","보조사업비중(B/C)"
2007,"전북","Jeollabuk-do","전라북도","430,067","자체사업(A)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","1,683,259","보조사업(B)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","2,595,069","일반회계예산(C)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","235","주민1인당 지방세부담액(천원)"
2007,"전북","Jeollabuk-do","전라북도","439,553","지방세액(백만원)"
2007,"전북","Jeollabuk-do","전라북도","30,806,405","명목GRDP(시도)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","37,890,302","실질GRDP(시도)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2007,"전북","Jeollabuk-do","전라북도","","일반공공행정분야예산액(A)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","전체예산액(C)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2007,"전북","Jeollabuk-do","전라북도","","사회복지분야예산액(D)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","","보건분야예산액(E)(백만원)"
2007,"전북","Jeollabuk-do","전라북도","23.5","재정자립도(%)"
2007,"전북","Jeollabuk-do","전라북도","69.8","재정자주도(%)"
2007,"전북","Jeollabuk-do","전라북도","14.3","고령인구비율(%)"
2007,"전북","Jeollabuk-do","전라북도","1,862,277","인구(명)"
2007,"전북","Jeollabuk-do","전라북도","김완주","당선자"
2007,"전북","Jeollabuk-do","전라북도","열린우리당","당선자 정당"
2007,"전북","Jeollabuk-do","전라북도","48.08000183","당선자 득표율"
2007,"전북","Jeollabuk-do","전라북도","정균환","차선자"
2007,"전북","Jeollabuk-do","전라북도","민주당","차선자 정당"
2007,"전북","Jeollabuk-do","전라북도","36.52999878","차선자 득표율"
2007,"제주","Jeju-do","제주특별자치도","","통합부채현황(A+B+C+D)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","자치단체부채(A)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","지방공공기관부채(B)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","교육재정부채(C)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","내(외)부거래(D)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","통합자산현황(A+B+C+D)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","자치단체자산(A)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","지방공공기관자산(B)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","교육재정자산(C)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","내(외)부거래(D)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","통합재정수지비율((A-(B+C))/D)*100"
2007,"제주","Jeju-do","제주특별자치도","","통합재정규모(D)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","세입(A)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","지출(B)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","순융자(C)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","2,354,442","총계 세출결산(A+B+C)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","2,354,442","일반회계 세출결산(A)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","2,354,442","공기업특별회계 세출결산(B)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","2,354,442","기타특별회계 세출결산(C)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","62.3","정책사업비중((A+B)/C)"
2007,"제주","Jeju-do","제주특별자치도","21.25","자체사업비중(A/C)"
2007,"제주","Jeju-do","제주특별자치도","41.06","보조사업비중(B/C)"
2007,"제주","Jeju-do","제주특별자치도","393,658","자체사업(A)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","760,464","보조사업(B)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","1,852,139","일반회계예산(C)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","748","주민1인당 지방세부담액(천원)"
2007,"제주","Jeju-do","제주특별자치도","418,032","지방세액(백만원)"
2007,"제주","Jeju-do","제주특별자치도","9,308,795","명목GRDP(시도)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","11,335,159","실질GRDP(시도)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2007,"제주","Jeju-do","제주특별자치도","","일반공공행정분야예산액(A)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","전체예산액(C)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2007,"제주","Jeju-do","제주특별자치도","","사회복지분야예산액(D)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","","보건분야예산액(E)(백만원)"
2007,"제주","Jeju-do","제주특별자치도","26.4","재정자립도(%)"
2007,"제주","Jeju-do","제주특별자치도","63.7","재정자주도(%)"
2007,"제주","Jeju-do","제주특별자치도","11","고령인구비율(%)"
2007,"제주","Jeju-do","제주특별자치도","559,258","인구(명)"
2007,"제주","Jeju-do","제주특별자치도","김태환","당선자"
2007,"제주","Jeju-do","제주특별자치도","무소속","당선자 정당"
2007,"제주","Jeju-do","제주특별자치도","42.72999954","당선자 득표율"
2007,"제주","Jeju-do","제주특별자치도","현명관","차선자"
2007,"제주","Jeju-do","제주특별자치도","한나라당","차선자 정당"
2007,"제주","Jeju-do","제주특별자치도","41.09999847","차선자 득표율"
2007,"충남","Chungcheongnam-do","충청남도","","통합부채현황(A+B+C+D)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","자치단체부채(A)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","지방공공기관부채(B)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","교육재정부채(C)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","내(외)부거래(D)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","통합자산현황(A+B+C+D)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","자치단체자산(A)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","지방공공기관자산(B)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","교육재정자산(C)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","내(외)부거래(D)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","통합재정수지비율((A-(B+C))/D)*100"
2007,"충남","Chungcheongnam-do","충청남도","","통합재정규모(D)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","세입(A)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","지출(B)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","순융자(C)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","3,108,717","총계 세출결산(A+B+C)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","3,108,717","일반회계 세출결산(A)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","3,108,717","공기업특별회계 세출결산(B)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","3,108,717","기타특별회계 세출결산(C)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","82","정책사업비중((A+B)/C)"
2007,"충남","Chungcheongnam-do","충청남도","22.89","자체사업비중(A/C)"
2007,"충남","Chungcheongnam-do","충청남도","59.12","보조사업비중(B/C)"
2007,"충남","Chungcheongnam-do","충청남도","585,225","자체사업(A)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","1,511,141","보조사업(B)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","2,556,200","일반회계예산(C)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","365","주민1인당 지방세부담액(천원)"
2007,"충남","Chungcheongnam-do","충청남도","720,000","지방세액(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","60,502,127","명목GRDP(시도)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","76,413,497","실질GRDP(시도)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2007,"충남","Chungcheongnam-do","충청남도","","일반공공행정분야예산액(A)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","전체예산액(C)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2007,"충남","Chungcheongnam-do","충청남도","","사회복지분야예산액(D)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","","보건분야예산액(E)(백만원)"
2007,"충남","Chungcheongnam-do","충청남도","36.9","재정자립도(%)"
2007,"충남","Chungcheongnam-do","충청남도","73.3","재정자주도(%)"
2007,"충남","Chungcheongnam-do","충청남도","14.3","고령인구비율(%)"
2007,"충남","Chungcheongnam-do","충청남도","1,995,531","인구(명)"
2007,"충남","Chungcheongnam-do","충청남도","이완구","당선자"
2007,"충남","Chungcheongnam-do","충청남도","한나라당","당선자 정당"
2007,"충남","Chungcheongnam-do","충청남도","46.31000137","당선자 득표율"
2007,"충남","Chungcheongnam-do","충청남도","이명수","차선자"
2007,"충남","Chungcheongnam-do","충청남도","국민중심당","차선자 정당"
2007,"충남","Chungcheongnam-do","충청남도","25.54000092","차선자 득표율"
2007,"충북","Chungcheongbuk-do","충청북도","","통합부채현황(A+B+C+D)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","자치단체부채(A)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","지방공공기관부채(B)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","교육재정부채(C)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","내(외)부거래(D)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","통합자산현황(A+B+C+D)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","자치단체자산(A)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","지방공공기관자산(B)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","교육재정자산(C)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","내(외)부거래(D)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","통합재정수지비율((A-(B+C))/D)*100"
2007,"충북","Chungcheongbuk-do","충청북도","","통합재정규모(D)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","세입(A)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","지출(B)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","순융자(C)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","2,369,456","총계 세출결산(A+B+C)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","2,369,456","일반회계 세출결산(A)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","2,369,456","공기업특별회계 세출결산(B)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","2,369,456","기타특별회계 세출결산(C)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","68.7","정책사업비중((A+B)/C)"
2007,"충북","Chungcheongbuk-do","충청북도","13.13","자체사업비중(A/C)"
2007,"충북","Chungcheongbuk-do","충청북도","55.61","보조사업비중(B/C)"
2007,"충북","Chungcheongbuk-do","충청북도","232,489","자체사업(A)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","984,857","보조사업(B)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","1,771,103","일반회계예산(C)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","305","주민1인당 지방세부담액(천원)"
2007,"충북","Chungcheongbuk-do","충청북도","455,760","지방세액(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","32,758,094","명목GRDP(시도)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","38,575,637","실질GRDP(시도)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2007,"충북","Chungcheongbuk-do","충청북도","","일반공공행정분야예산액(A)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","전체예산액(C)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2007,"충북","Chungcheongbuk-do","충청북도","","사회복지분야예산액(D)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","","보건분야예산액(E)(백만원)"
2007,"충북","Chungcheongbuk-do","충청북도","33.3","재정자립도(%)"
2007,"충북","Chungcheongbuk-do","충청북도","76.9","재정자주도(%)"
2007,"충북","Chungcheongbuk-do","충청북도","12.4","고령인구비율(%)"
2007,"충북","Chungcheongbuk-do","충청북도","1,506,608","인구(명)"
2007,"충북","Chungcheongbuk-do","충청북도","정우택","당선자"
2007,"충북","Chungcheongbuk-do","충청북도","한나라당","당선자 정당"
2007,"충북","Chungcheongbuk-do","충청북도","59.65999985","당선자 득표율"
2007,"충북","Chungcheongbuk-do","충청북도","한범덕","차선자"
2007,"충북","Chungcheongbuk-do","충청북도","열린우리당","차선자 정당"
2007,"충북","Chungcheongbuk-do","충청북도","30.62999916","차선자 득표율"
2008,"강원","Gangwon-do","강원도","","통합부채현황(A+B+C+D)(백만원)"
2008,"강원","Gangwon-do","강원도","","자치단체부채(A)(백만원)"
2008,"강원","Gangwon-do","강원도","","지방공공기관부채(B)(백만원)"
2008,"강원","Gangwon-do","강원도","","교육재정부채(C)(백만원)"
2008,"강원","Gangwon-do","강원도","","내(외)부거래(D)(백만원)"
2008,"강원","Gangwon-do","강원도","","통합자산현황(A+B+C+D)(백만원)"
2008,"강원","Gangwon-do","강원도","","자치단체자산(A)(백만원)"
2008,"강원","Gangwon-do","강원도","","지방공공기관자산(B)(백만원)"
2008,"강원","Gangwon-do","강원도","","교육재정자산(C)(백만원)"
2008,"강원","Gangwon-do","강원도","","내(외)부거래(D)(백만원)"
2008,"강원","Gangwon-do","강원도","","통합재정수지비율((A-(B+C))/D)*100"
2008,"강원","Gangwon-do","강원도","","통합재정규모(D)(백만원)"
2008,"강원","Gangwon-do","강원도","","세입(A)(백만원)"
2008,"강원","Gangwon-do","강원도","","지출(B)(백만원)"
2008,"강원","Gangwon-do","강원도","","순융자(C)(백만원)"
2008,"강원","Gangwon-do","강원도","3,020,892","총계 세출결산(A+B+C)(백만원)"
2008,"강원","Gangwon-do","강원도","2,607,010","일반회계 세출결산(A)(백만원)"
2008,"강원","Gangwon-do","강원도","197,836","공기업특별회계 세출결산(B)(백만원)"
2008,"강원","Gangwon-do","강원도","216,047","기타특별회계 세출결산(C)(백만원)"
2008,"강원","Gangwon-do","강원도","87.6","정책사업비중((A+B)/C)"
2008,"강원","Gangwon-do","강원도","26.4","자체사업비중(A/C)"
2008,"강원","Gangwon-do","강원도","61.18","보조사업비중(B/C)"
2008,"강원","Gangwon-do","강원도","649,268","자체사업(A)(백만원)"
2008,"강원","Gangwon-do","강원도","1,504,769","보조사업(B)(백만원)"
2008,"강원","Gangwon-do","강원도","2,459,700","일반회계예산(C)(백만원)"
2008,"강원","Gangwon-do","강원도","388","주민1인당 지방세부담액(천원)"
2008,"강원","Gangwon-do","강원도","583,000","지방세액(백만원)"
2008,"강원","Gangwon-do","강원도","29,005,514","명목GRDP(시도)(백만원)"
2008,"강원","Gangwon-do","강원도","33,674,653","실질GRDP(시도)(백만원)"
2008,"강원","Gangwon-do","강원도","7.2","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2008,"강원","Gangwon-do","강원도","573,422","일반공공행정분야예산액(A)(백만원)"
2008,"강원","Gangwon-do","강원도","7,925,840","전체예산액(C)(백만원)"
2008,"강원","Gangwon-do","강원도","18.3","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2008,"강원","Gangwon-do","강원도","1,324,714","사회복지분야예산액(D)(백만원)"
2008,"강원","Gangwon-do","강원도","121,829","보건분야예산액(E)(백만원)"
2008,"강원","Gangwon-do","강원도","28.2","재정자립도(%)"
2008,"강원","Gangwon-do","강원도","75.8","재정자주도(%)"
2008,"강원","Gangwon-do","강원도","13.9","고령인구비율(%)"
2008,"강원","Gangwon-do","강원도","1,508,575","인구(명)"
2008,"강원","Gangwon-do","강원도","김진선","당선자"
2008,"강원","Gangwon-do","강원도","한나라당","당선자 정당"
2008,"강원","Gangwon-do","강원도","70.55999756","당선자 득표율"
2008,"강원","Gangwon-do","강원도","이창복","차선자"
2008,"강원","Gangwon-do","강원도","열린우리당","차선자 정당"
2008,"강원","Gangwon-do","강원도","22.19000053","차선자 득표율"
2008,"경기","Gyeonggi-do","경기도","","통합부채현황(A+B+C+D)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","자치단체부채(A)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","지방공공기관부채(B)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","교육재정부채(C)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","내(외)부거래(D)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","통합자산현황(A+B+C+D)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","자치단체자산(A)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","지방공공기관자산(B)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","교육재정자산(C)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","내(외)부거래(D)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","통합재정수지비율((A-(B+C))/D)*100"
2008,"경기","Gyeonggi-do","경기도","","통합재정규모(D)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","세입(A)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","지출(B)(백만원)"
2008,"경기","Gyeonggi-do","경기도","","순융자(C)(백만원)"
2008,"경기","Gyeonggi-do","경기도","12,491,095","총계 세출결산(A+B+C)(백만원)"
2008,"경기","Gyeonggi-do","경기도","10,029,721","일반회계 세출결산(A)(백만원)"
2008,"경기","Gyeonggi-do","경기도","1,273,172","공기업특별회계 세출결산(B)(백만원)"
2008,"경기","Gyeonggi-do","경기도","1,188,202","기타특별회계 세출결산(C)(백만원)"
2008,"경기","Gyeonggi-do","경기도","90.4","정책사업비중((A+B)/C)"
2008,"경기","Gyeonggi-do","경기도","58.63","자체사업비중(A/C)"
2008,"경기","Gyeonggi-do","경기도","31.74","보조사업비중(B/C)"
2008,"경기","Gyeonggi-do","경기도","5,620,777","자체사업(A)(백만원)"
2008,"경기","Gyeonggi-do","경기도","3,043,150","보조사업(B)(백만원)"
2008,"경기","Gyeonggi-do","경기도","9,587,663","일반회계예산(C)(백만원)"
2008,"경기","Gyeonggi-do","경기도","556","주민1인당 지방세부담액(천원)"
2008,"경기","Gyeonggi-do","경기도","6,180,000","지방세액(백만원)"
2008,"경기","Gyeonggi-do","경기도","235,058,658","명목GRDP(시도)(백만원)"
2008,"경기","Gyeonggi-do","경기도","268,221,081","실질GRDP(시도)(백만원)"
2008,"경기","Gyeonggi-do","경기도","14.8","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2008,"경기","Gyeonggi-do","경기도","3,914,775","일반공공행정분야예산액(A)(백만원)"
2008,"경기","Gyeonggi-do","경기도","26,516,799","전체예산액(C)(백만원)"
2008,"경기","Gyeonggi-do","경기도","20.3","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2008,"경기","Gyeonggi-do","경기도","4,997,367","사회복지분야예산액(D)(백만원)"
2008,"경기","Gyeonggi-do","경기도","387,457","보건분야예산액(E)(백만원)"
2008,"경기","Gyeonggi-do","경기도","76.3","재정자립도(%)"
2008,"경기","Gyeonggi-do","경기도","85.2","재정자주도(%)"
2008,"경기","Gyeonggi-do","경기도","8.1","고령인구비율(%)"
2008,"경기","Gyeonggi-do","경기도","11,292,264","인구(명)"
2008,"경기","Gyeonggi-do","경기도","김문수","당선자"
2008,"경기","Gyeonggi-do","경기도","한나라당","당선자 정당"
2008,"경기","Gyeonggi-do","경기도","59.68000031","당선자 득표율"
2008,"경기","Gyeonggi-do","경기도","진대제","차선자"
2008,"경기","Gyeonggi-do","경기도","열린우리당","차선자 정당"
2008,"경기","Gyeonggi-do","경기도","30.75","차선자 득표율"
2008,"경남","Gyeongsangnam-do","경상남도","","통합부채현황(A+B+C+D)(백만원)"
